speed_rpm,torque_nm,efficiency_percent
47.4934036939314,7.380952380952381,51.0
47.4934036939314,7.842261904761906,51.0
47.4934036939314,8.303571428571429,51.0
47.4934036939314,8.764880952380953,51.0
47.4934036939314,9.226190476190476,51.0
47.4934036939314,9.6875,51.0
47.4934036939314,10.148809523809526,51.0
47.4934036939314,10.610119047619047,51.0
47.4934036939314,11.071428571428571,51.0
47.4934036939314,11.532738095238095,51.0
47.4934036939314,11.99404761904762,51.0
47.4934036939314,12.455357142857144,51.0
47.4934036939314,12.916666666666668,51.0
47.4934036939314,13.37797619047619,51.0
47.4934036939314,13.839285714285717,51.0
47.4934036939314,14.300595238095239,51.0
47.4934036939314,14.761904761904763,51.0
47.4934036939314,15.223214285714285,51.0
47.4934036939314,15.684523809523812,51.0
47.4934036939314,16.145833333333336,51.0
47.4934036939314,16.607142857142858,51.0
47.4934036939314,17.06845238095238,51.0
47.4934036939314,17.529761904761905,51.0
47.4934036939314,17.99107142857143,51.0
47.4934036939314,18.452380952380953,51.0
47.4934036939314,18.913690476190478,51.0
47.4934036939314,19.375,51.0
47.4934036939314,19.836309523809526,51.0
47.4934036939314,20.29761904761905,51.0
47.4934036939314,20.758928571428573,51.0
47.4934036939314,21.220238095238095,51.0
47.4934036939314,21.68154761904762,51.0
47.4934036939314,22.142857142857142,51.0
47.4934036939314,22.604166666666668,51.0
47.4934036939314,23.06547619047619,51.0
47.4934036939314,23.526785714285715,51.0
47.4934036939314,23.98809523809524,51.0
47.4934036939314,24.449404761904763,51.0
47.4934036939314,24.91071428571429,51.0
47.4934036939314,25.37202380952381,51.0
47.4934036939314,25.833333333333336,51.0
47.4934036939314,26.29464285714286,51.0
47.4934036939314,26.75595238095238,51.0
47.4934036939314,27.2172619047619,51.0
47.4934036939314,27.678571428571434,51.0
47.4934036939314,28.139880952380956,51.0
47.4934036939314,28.601190476190478,51.0
47.4934036939314,29.0625,51.0
47.4934036939314,29.523809523809526,51.0
47.4934036939314,29.985119047619047,51.0
47.4934036939314,30.44642857142857,51.0
47.4934036939314,30.9077380952381,51.0
47.4934036939314,31.369047619047624,51.0
47.4934036939314,45.208333333333336,51.0
47.4934036939314,45.66964285714286,51.0
47.4934036939314,46.13095238095238,51.0
47.4934036939314,46.5922619047619,51.0
47.4934036939314,47.05357142857143,51.0
47.4934036939314,47.514880952380956,51.0
47.4934036939314,47.97619047619049,51.0
47.4934036939314,48.4375,51.0
47.4934036939314,48.898809523809526,51.0
47.4934036939314,49.36011904761905,51.0
47.4934036939314,49.82142857142858,51.0
47.4934036939314,50.2827380952381,51.0
47.4934036939314,50.74404761904762,51.0
47.4934036939314,51.20535714285715,51.0
47.4934036939314,51.66666666666667,51.0
47.4934036939314,52.1279761904762,51.0
47.4934036939314,52.58928571428572,51.0
47.4934036939314,53.05059523809525,51.0
47.4934036939314,53.51190476190476,51.0
47.4934036939314,53.973214285714285,51.0
47.4934036939314,54.43452380952381,51.0
47.4934036939314,54.895833333333336,51.0
47.4934036939314,55.35714285714287,51.0
47.4934036939314,55.81845238095238,51.0
47.4934036939314,56.27976190476191,51.0
47.4934036939314,56.74107142857143,51.0
47.4934036939314,57.202380952380956,51.0
47.4934036939314,57.66369047619049,51.0
47.4934036939314,58.125,51.0
47.4934036939314,58.58630952380952,51.0
47.4934036939314,59.04761904761905,51.0
47.4934036939314,59.50892857142858,51.0
47.4934036939314,59.970238095238095,51.0
47.4934036939314,60.43154761904763,51.0
47.4934036939314,60.89285714285714,51.0
47.4934036939314,61.35416666666667,51.0
47.4934036939314,61.8154761904762,51.0
47.4934036939314,62.276785714285715,51.0
47.4934036939314,62.73809523809525,51.0
47.4934036939314,63.19940476190476,51.0
47.4934036939314,63.66071428571429,51.0
47.4934036939314,64.12202380952381,51.0
47.4934036939314,64.58333333333334,51.0
47.4934036939314,65.04464285714286,51.0
47.4934036939314,65.50595238095238,51.0
47.4934036939314,65.96726190476191,51.0
