speed_rpm,motor1_max_torque_nm
39.07435911045,179.7316141649195
214.924897829202,179.7316141649195
390.7754365479528,179.75671284025677
566.6259752667048,179.7316141649195
742.4765139854568,179.781811515594
918.3270527042088,179.7316141649195
1094.1775914229595,179.7316141649195
1270.0281301417117,179.75671284025677
1445.8786688604637,179.7316141649195
1621.7292075792154,179.7316141649195
1788.698405958636,179.48620489495516
1989.4166976275137,177.6233254365896
2165.2672363462657,175.94171418899313
2341.1177750650177,174.41069499342024
2516.9683137837683,172.72908374582377
2692.8188525025203,169.74234138068977
2844.6897723050783,163.3045311566824
2980.574279496841,157.06193285196483
3124.4519929940016,150.80399646787455
3260.3365001857646,144.56523268300018
3388.2278010721298,138.4568425727944
3524.1123082638924,132.45965353804115
3667.990021761053,126.47780258266069
3811.867735258213,120.40392315104364
3963.738655060771,114.46501881790694
4131.595987474125,108.45137620709929
4291.460113582081,102.3970179674112
4443.331033384639,96.38142323741064
4611.188365797993,90.50582334095792
4787.038904516746,85.76217370221565
4962.889443235497,81.04362273881067
5138.739981954248,76.24977574939389
5314.590520673,71.5814221366634
5490.441059391752,67.49033805668992
5666.291598110503,65.00556919830112
5842.142136829255,62.72158974261041
6017.992675548007,60.36231426090789
6193.843214266758,58.10343348055444
6369.69375298551,55.7190593235147
6545.544291704262,53.38488251714945
6721.394830423014,51.05070571078421
6897.245369141766,48.69143022908172
7073.095907860517,46.33215474737922
7248.946446579268,44.04817529168847
7440.783397908816,41.56340643329966
7618.232577888647,39.94956160911384
7792.484475346319,38.85274949687555
7968.335014065071,37.6982104313615
8144.185552783823,36.61896739185934
8320.036091502574,35.48952700168262
8495.886630221325,34.360086611505906
8665.342603895759,33.26829423433506
8845.98906639775,32.08112689088264
9028.234170160818,30.8939595474302
9199.288785096333,29.817226375461708
9375.139323815083,28.66268730994773
9550.989862533836,27.78423367314358
9726.840401252588,26.805385334990422
9904.28958123242,26.17289871649146
10078.541478690093,25.249267464080287
10254.392017408843,24.47120852862519
10430.242556127594,23.61785356715836
10606.093094846348,22.864893307040525
10781.9436335651,22.01153834557365
10957.794172283846,21.233479410118576
11133.644711002598,20.30482842263993
11309.49524972135,19.576966837859363
11485.3457884401,18.67341452571802
11652.314986819529,17.700143670973066
11837.046865877606,16.715717849411643
11988.917785680169,16.3580617258557
